fecha,rubro_id,item_id,venta
2021-01-02,15,432370,79.0
2021-01-02,54,436309,98.0
2021-01-02,71,440498,15.0
2021-01-02,71,440499,2.0
2021-01-02,71,440500,27.0
2021-01-02,71,443720,13.0
2021-01-02,54,454619,4.0
2021-01-02,71,456718,20.0
2021-01-02,71,457741,5.0
2021-01-02,71,457742,4.0
2021-01-02,71,457743,10.0
2021-01-02,72,477619,31.0
2021-01-02,15,487243,24.0
2021-01-02,54,488356,5.0
2021-01-02,54,488359,4.0
2021-01-02,61,489322,10.0
2021-01-02,61,489323,10.0
2021-01-02,74,494759,2.0
2021-01-02,61,494935,12.0
2021-01-02,61,494936,5.0
2021-01-02,61,494937,7.0
2021-01-02,61,494938,11.0
2021-01-02,61,494939,2.0
2021-01-02,15,498422,73.0
2021-01-02,54,501284,2.0
2021-01-02,15,505517,1.078
2021-01-02,71,506415,10.0
2021-01-02,71,506417,6.0
2021-01-02,43,509009,3.0
2021-01-02,71,509626,31.0
2021-01-02,71,509628,19.0
2021-01-02,71,512176,22.0
2021-01-02,71,512177,2.0
2021-01-02,54,512751,4.0
2021-01-02,43,513332,10.0
2021-01-02,54,516479,14.0
2021-01-02,54,516480,8.0
2021-01-02,54,516488,13.0
2021-01-02,54,516490,17.0
2021-01-02,54,516491,19.0
2021-01-02,72,517230,26.0
2021-01-02,72,517231,31.0
2021-01-02,82,554569,6.0
2021-01-02,54,555256,14.0
2021-01-02,71,555343,37.0
2021-01-02,71,555346,20.0
2021-01-02,71,555348,74.0
2021-01-02,72,555360,17.0
2021-01-02,72,555361,29.0
2021-01-02,96,555674,6.0
2021-01-02,72,611824,15.0
2021-01-02,72,611826,113.0
2021-01-02,72,715290,41.0
2021-01-02,72,715291,29.0
2021-01-02,82,830184,13.0
2021-01-02,82,848209,5.0
2021-01-02,54,895633,4.0
2021-01-02,1,898008,8.01
2021-01-02,71,900363,3.0
2021-01-02,71,900365,6.0
2021-01-02,15,902642,4.0
2021-01-02,72,925135,8.0
2021-01-02,15,925206,6.0
2021-01-02,71,928473,12.0
2021-01-02,60,937937,15.0
2021-01-02,60,937938,11.0
2021-01-02,60,937939,12.0
2021-01-02,60,937940,20.0
2021-01-02,60,937942,35.0
2021-01-02,60,937943,6.0
2021-01-02,60,937944,9.0
2021-01-02,60,937945,18.0
2021-01-02,60,937946,7.0
2021-01-02,20,947397,3.0
2021-01-02,20,947399,3.0
2021-01-02,20,947400,5.0
2021-01-02,72,957026,23.0
2021-01-02,82,957490,12.0
2021-01-02,72,957625,6.0
2021-01-02,15,959750,0.598
2021-01-02,101,960270,14.0
2021-01-02,101,960271,16.0
2021-01-02,101,960274,8.0
2021-01-02,101,960281,7.0
2021-01-02,101,960282,4.0
2021-01-02,101,960284,6.0
2021-01-02,101,960286,2.0
2021-01-02,54,960629,4.0
2021-01-02,54,960630,15.0
2021-01-02,72,962013,27.0
2021-01-02,15,962874,86.0
2021-01-02,15,963987,45.0
2021-01-02,115,964475,10.0
2021-01-02,72,976675,5.0
2021-01-02,72,977410,32.0
2021-01-02,60,977615,2.0
2021-01-02,60,977616,9.0
2021-01-02,15,980424,12.0
2021-01-02,15,980425,5.0
2021-01-02,15,980426,6.0
2021-01-02,15,983572,6.0
2021-01-02,15,983574,8.0
2021-01-02,72,1078520,13.0
2021-01-02,82,1078600,4.0
2021-01-02,82,1088331,5.0
2021-01-03,61,701,8.0
2021-01-03,54,771,6.0
2021-01-03,54,777,7.0
2021-01-03,71,1278,68.0
2021-01-03,71,1281,5.0
2021-01-03,71,1287,11.0
2021-01-03,15,1362,4.725
2021-01-03,15,1367,431.0
2021-01-03,15,1376,12.46
2021-01-03,15,1379,23.345
2021-01-03,15,1381,35.462
2021-01-03,15,1384,79.883
2021-01-03,15,1385,4.86
2021-01-03,15,1393,363.927
2021-01-03,15,1402,50.0
2021-01-03,15,1403,159.0
2021-01-03,15,1406,329.98
2021-01-03,15,1408,120.542
2021-01-03,15,1425,9.048
2021-01-03,43,2025,2.0
2021-01-03,43,2028,2.0
2021-01-03,43,2029,7.0
2021-01-03,43,2030,4.0
2021-01-03,43,2032,8.0
2021-01-03,43,2040,22.0
2021-01-03,43,2081,1.0
2021-01-03,15,2093,1.7360000000000002
2021-01-03,15,2099,0.098
2021-01-03,1,3056,19.902
2021-01-03,1,3060,4.792
2021-01-03,82,3393,7.0
2021-01-03,54,7600,14.0
2021-01-03,54,7601,48.0
2021-01-03,54,7602,10.0
2021-01-03,61,7826,120.0
2021-01-03,71,9169,18.0
2021-01-03,71,9170,19.0
2021-01-03,1,9227,1.228
2021-01-03,61,10489,17.0
2021-01-03,60,12429,14.0
2021-01-03,60,12430,1.0
2021-01-03,60,12431,8.0
2021-01-03,60,12432,3.0
2021-01-03,60,12434,10.0
2021-01-03,60,12436,3.0
2021-01-03,60,12438,3.0
2021-01-03,60,12439,4.0
2021-01-03,15,13122,266.067
2021-01-03,54,14328,1.0
2021-01-03,15,15099,7.97
2021-01-03,61,17631,3.0
2021-01-03,54,19157,15.0
2021-01-03,54,20395,12.0
2021-01-03,60,22616,16.0
2021-01-03,60,22617,15.0
2021-01-03,60,22618,4.0
2021-01-03,60,22619,3.0
2021-01-03,101,23771,9.0
2021-01-03,101,23772,8.0
2021-01-03,60,24086,14.0
2021-01-03,60,24087,23.0
2021-01-03,60,25478,3.0
2021-01-03,60,25479,14.0
2021-01-03,60,25480,2.0
2021-01-03,60,28369,10.0
2021-01-03,72,28404,27.0
2021-01-03,60,28640,7.0
2021-01-03,60,28641,11.0
2021-01-03,60,28642,5.0
2021-01-03,71,35273,5.0
2021-01-03,71,35404,6.0
2021-01-03,82,52884,1.0
2021-01-03,71,55092,5.0
2021-01-03,15,55481,27.636
2021-01-03,15,55483,2.345
2021-01-03,15,55484,9.945
2021-01-03,15,55485,6.374
2021-01-03,1,58475,13.0
2021-01-03,1,60132,7.062
2021-01-03,1,62421,3.812
2021-01-03,74,73851,9.0
2021-01-03,15,81797,4.859999999999999
2021-01-03,71,82003,8.0
2021-01-03,1,86928,8.876
2021-01-03,1,86935,5.708
2021-01-03,1,86937,21.454
2021-01-03,1,86938,16.058
2021-01-03,1,86943,11.612
2021-01-03,1,86952,10.796
2021-01-03,1,86978,7.814
2021-01-03,1,86980,7.746
2021-01-03,1,86982,3.866
2021-01-03,1,86983,8.284
2021-01-03,1,86985,64.01
2021-01-03,1,86987,42.908
2021-01-03,15,88003,229.718
2021-01-03,54,90522,1.0
2021-01-03,2,91792,4.122
2021-01-03,2,91854,8.374
2021-01-03,71,94768,12.0
2021-01-03,15,102512,17.160999999999998
2021-01-03,15,107682,156.606
2021-01-03,15,123853,163.939
2021-01-03,15,123856,31.927
2021-01-03,15,132861,40.833
2021-01-03,15,137070,49.0
2021-01-03,61,139967,11.0
2021-01-03,153,154623,3.0
2021-01-03,15,155998,111.983
2021-01-03,60,162992,22.0
2021-01-03,101,165874,14.0
2021-01-03,71,167032,97.0
2021-01-03,71,167033,33.0
2021-01-03,71,169006,42.0
2021-01-03,72,174635,6.0
2021-01-03,15,182190,20.0
2021-01-03,15,183286,5.0
2021-01-03,10,190535,4.66
2021-01-03,10,190536,17.09
2021-01-03,10,190538,6.03
2021-01-03,82,191838,21.0
2021-01-03,72,203421,44.0
2021-01-03,71,206744,4.0
2021-01-03,72,240129,20.0
2021-01-03,72,270856,21.0
2021-01-03,153,286143,5.0
2021-01-03,153,286750,2.0
2021-01-03,74,296427,9.0
2021-01-03,71,302500,28.0
2021-01-03,72,305099,33.0
2021-01-03,72,305102,36.0
2021-01-03,72,307380,8.0
2021-01-03,72,307381,5.0
2021-01-03,72,307382,12.0
2021-01-03,15,308982,110.0
2021-01-03,61,310778,7.0
2021-01-03,61,311494,10.0
2021-01-03,61,311495,4.0
2021-01-03,15,315048,1.0
2021-01-03,72,315210,33.0
2021-01-03,43,321469,3.0
2021-01-03,72,331854,3.0
2021-01-03,15,339977,3.0
2021-01-03,71,349341,6.0
2021-01-03,71,352060,42.0
2021-01-03,72,352978,14.0
2021-01-03,15,353717,8.0
2021-01-03,71,355844,11.0
2021-01-03,15,358631,30.0
2021-01-03,15,361758,16.0
2021-01-03,71,367294,5.0
2021-01-03,71,368225,7.0
2021-01-03,74,373658,8.0
2021-01-03,15,376635,15.0
2021-01-03,71,377901,26.0
2021-01-03,15,384310,0.498
2021-01-03,15,384316,0.832
2021-01-03,15,384321,0.8360000000000001
2021-01-03,72,384441,29.0
2021-01-03,71,393377,9.0
2021-01-03,71,393409,11.0
2021-01-03,71,393410,1.0
2021-01-03,71,397627,19.0
2021-01-03,72,397863,55.0
2021-01-03,83,402306,8.0
2021-01-03,72,412663,4.0
2021-01-03,2,414953,13.668
2021-01-03,2,414954,9.822
2021-01-03,54,420465,19.0
2021-01-03,71,425242,75.0
2021-01-03,15,432365,26.0
2021-01-03,15,432370,79.0
2021-01-03,54,436309,78.0
2021-01-03,71,440498,2.0
2021-01-03,71,440499,5.0
2021-01-03,71,440500,29.0
2021-01-03,71,443720,6.0
2021-01-03,54,454619,12.0
2021-01-03,71,456718,12.0
2021-01-03,71,457742,2.0
2021-01-03,71,457743,6.0
2021-01-03,72,477619,12.0
2021-01-03,15,487243,33.0
2021-01-03,54,488356,4.0
2021-01-03,54,488359,2.0
2021-01-03,61,489322,3.0
2021-01-03,74,494759,1.0
2021-01-03,61,494935,10.0
2021-01-03,61,494936,4.0
2021-01-03,61,494937,5.0
2021-01-03,61,494938,2.0
2021-01-03,61,494939,3.0
2021-01-03,15,498422,56.0
2021-01-03,54,501284,4.0
2021-01-03,15,505517,0.63
2021-01-03,71,506415,25.0
2021-01-03,71,506417,6.0
2021-01-03,43,509009,5.0
2021-01-03,71,509626,28.0
2021-01-03,71,509628,18.0
2021-01-03,71,512176,23.0
2021-01-03,71,512177,3.0
2021-01-03,54,512751,11.0
2021-01-03,43,513332,10.0
2021-01-03,54,516480,4.0
2021-01-03,54,516488,6.0
2021-01-03,54,516490,16.0
2021-01-03,54,516491,12.0
2021-01-03,72,517230,28.0
2021-01-03,72,517231,64.0
2021-01-03,82,554569,5.0
2021-01-03,54,555256,5.0
2021-01-03,71,555343,27.0
2021-01-03,71,555346,12.0
2021-01-03,71,555348,61.0
2021-01-03,72,555360,22.0
2021-01-03,72,555361,24.0
2021-01-03,96,555674,9.0
2021-01-03,72,611824,11.0
2021-01-03,72,611826,65.0
2021-01-03,72,715290,19.0
2021-01-03,72,715291,14.0
2021-01-03,82,830184,12.0
2021-01-03,82,848209,8.0
2021-01-03,54,895633,4.0
2021-01-03,1,898008,7.44
2021-01-03,71,900363,4.0
2021-01-03,71,900365,4.0
2021-01-03,15,902642,3.0
2021-01-03,72,925135,3.0
2021-01-03,15,925206,1.0
2021-01-03,71,928473,12.0
2021-01-03,60,937937,13.0
2021-01-03,60,937938,9.0
2021-01-03,60,937939,12.0
2021-01-03,60,937940,29.0
2021-01-03,60,937942,24.0
2021-01-03,60,937943,11.0
2021-01-03,60,937944,2.0
2021-01-03,60,937945,8.0
2021-01-03,60,937946,6.0
2021-01-03,20,947397,3.0
2021-01-03,20,947399,1.0
2021-01-03,20,947400,2.0
2021-01-03,72,957026,14.0
2021-01-03,82,957490,5.0
2021-01-03,72,957625,2.0
2021-01-03,15,959750,0.18
2021-01-03,101,960270,8.0
2021-01-03,101,960271,24.0
2021-01-03,101,960274,15.0
2021-01-03,101,960281,5.0
2021-01-03,101,960282,7.0
2021-01-03,101,960284,6.0
2021-01-03,54,960629,11.0
2021-01-03,54,960630,7.0
2021-01-03,72,962013,9.0
2021-01-03,15,962874,46.0
2021-01-03,15,963987,63.0
2021-01-03,115,964475,19.0
2021-01-03,72,976675,17.0
2021-01-03,72,977410,10.0
2021-01-03,60,977616,7.0
2021-01-03,15,980424,8.0
2021-01-03,15,980425,6.0
2021-01-03,15,980426,10.0
2021-01-03,15,983572,5.0
2021-01-03,15,983574,1.0
2021-01-03,72,1078520,11.0
2021-01-03,82,1078600,4.0
2021-01-03,82,1088331,6.0
2021-01-04,61,701,11.0
2021-01-04,54,771,12.0
2021-01-04,54,777,2.0
2021-01-04,71,1278,67.0
2021-01-04,71,1281,4.0
2021-01-04,71,1287,10.0
2021-01-04,15,1362,25.433
2021-01-04,15,1367,420.0
2021-01-04,15,1376,28.61
2021-01-04,15,1379,18.85
2021-01-04,15,1381,38.01499999999999
2021-01-04,15,1384,131.257
2021-01-04,15,1385,7.461
2021-01-04,15,1393,409.119
2021-01-04,15,1402,55.0
2021-01-04,15,1403,142.0
2021-01-04,15,1406,342.339
2021-01-04,15,1408,142.169
2021-01-04,15,1425,15.05
2021-01-04,43,2025,4.0
2021-01-04,43,2028,2.0
2021-01-04,43,2029,16.0
2021-01-04,43,2030,6.0
2021-01-04,43,2032,6.0
2021-01-04,43,2040,37.0
2021-01-04,43,2081,3.0
2021-01-04,15,2093,3.17
2021-01-04,15,2099,0.498
2021-01-04,1,3056,5.426
2021-01-04,82,3393,7.0
2021-01-04,54,7600,14.0
2021-01-04,54,7601,62.0
2021-01-04,54,7602,10.0
2021-01-04,61,7826,119.0
2021-01-04,71,9169,25.0
2021-01-04,71,9170,20.0
2021-01-04,1,9227,4.452
2021-01-04,61,10489,30.0
2021-01-04,60,12429,14.0
2021-01-04,60,12430,5.0
2021-01-04,60,12431,7.0
2021-01-04,60,12432,6.0
2021-01-04,60,12434,9.0
2021-01-04,60,12436,1.0
2021-01-04,60,12438,13.0
2021-01-04,60,12439,1.0
2021-01-04,15,13122,317.415
2021-01-04,54,14328,6.0
2021-01-04,15,15099,4.78
2021-01-04,61,17631,2.0
2021-01-04,54,19157,35.0
2021-01-04,54,20395,19.0
2021-01-04,60,22455,8.0
2021-01-04,60,22616,15.0
2021-01-04,60,22617,25.0
2021-01-04,60,22618,6.0
2021-01-04,60,22619,3.0
2021-01-04,101,23771,6.0
2021-01-04,101,23772,12.0
2021-01-04,60,24086,12.0
2021-01-04,60,24087,19.0
2021-01-04,60,25478,7.0
2021-01-04,60,25479,27.0
2021-01-04,60,25480,9.0
2021-01-04,60,28369,7.0
2021-01-04,72,28404,50.0
2021-01-04,60,28640,7.0
2021-01-04,60,28641,10.0
2021-01-04,60,28642,10.0
2021-01-04,54,29274,39.0
2021-01-04,71,35273,3.0
2021-01-04,71,35404,2.0
2021-01-04,82,52884,10.0
2021-01-04,71,55092,7.0
2021-01-04,15,55481,44.112
2021-01-04,15,55483,4.9350000000000005
2021-01-04,15,55484,3.385
2021-01-04,15,55485,15.64
2021-01-04,1,58475,23.75
2021-01-04,1,60132,1.596
2021-01-04,1,62421,2.118
2021-01-04,74,73851,8.0
2021-01-04,15,81797,5.019
2021-01-04,71,82003,8.0
2021-01-04,61,85283,43.0
2021-01-04,1,86928,25.144
2021-01-04,1,86935,8.7
2021-01-04,1,86937,16.716
2021-01-04,1,86938,26.874
2021-01-04,1,86943,15.176
2021-01-04,1,86952,3.012
2021-01-04,1,86978,8.648
2021-01-04,1,86980,5.62
2021-01-04,1,86982,6.602
2021-01-04,1,86983,9.75
2021-01-04,1,86985,77.96400000000001
2021-01-04,1,86987,74.432
2021-01-04,15,88003,185.122
2021-01-04,54,90522,4.0
2021-01-04,2,91792,0.794
2021-01-04,2,91854,15.989999999999998
2021-01-04,2,91870,1.898
2021-01-04,71,94768,6.0
2021-01-04,15,102512,29.237
2021-01-04,15,107682,169.522
2021-01-04,15,123853,216.85100000000003
2021-01-04,15,123856,60.087
2021-01-04,15,132861,15.398
2021-01-04,15,137070,50.0
2021-01-04,61,139967,10.0
2021-01-04,153,154623,3.0
2021-01-04,15,155998,316.274
2021-01-04,60,162992,16.0
2021-01-04,101,165874,20.0
2021-01-04,71,167032,158.0
2021-01-04,71,167033,40.0
2021-01-04,71,169006,65.0
2021-01-04,72,174635,14.0
2021-01-04,15,182190,18.0
2021-01-04,15,183286,6.0
2021-01-04,10,190535,3.882
2021-01-04,10,190536,29.042
2021-01-04,10,190538,25.464
2021-01-04,82,191838,20.0
2021-01-04,72,203421,93.0
2021-01-04,71,206744,4.0
2021-01-04,72,240129,33.0
2021-01-04,72,270856,3.0
2021-01-04,153,286143,5.0
2021-01-04,153,286750,6.0
2021-01-04,101,286751,7.0
2021-01-04,74,296427,6.0
2021-01-04,71,302500,19.0
2021-01-04,72,305099,48.0
2021-01-04,72,305102,31.0
2021-01-04,72,307380,15.0
2021-01-04,72,307381,6.0
2021-01-04,72,307382,15.0
2021-01-04,15,308982,147.0
2021-01-04,61,310778,23.0
2021-01-04,61,311494,9.0
2021-01-04,61,311495,9.0
2021-01-04,15,315048,18.0
2021-01-04,72,315210,42.0
2021-01-04,43,321469,5.0
2021-01-04,72,331854,10.0
2021-01-04,15,339977,13.0
2021-01-04,71,349341,7.0
2021-01-04,71,352060,38.0
2021-01-04,72,352978,20.0
2021-01-04,15,353717,3.0
2021-01-04,71,355844,14.0
2021-01-04,15,358631,26.0
2021-01-04,15,361758,8.0
2021-01-04,71,367294,10.0
2021-01-04,71,368225,10.0
2021-01-04,74,373658,3.0
2021-01-04,15,376635,6.0
2021-01-04,71,377901,24.0
2021-01-04,15,384310,0.508
2021-01-04,15,384311,0.4
2021-01-04,15,384316,1.056
2021-01-04,15,384321,1.618
2021-01-04,72,384441,39.0
2021-01-04,71,393377,18.0
2021-01-04,71,393409,8.0
2021-01-04,71,393410,8.0
2021-01-04,71,397627,6.0
2021-01-04,72,397863,73.0
2021-01-04,83,402306,2.0
2021-01-04,72,412663,3.0
2021-01-04,2,414953,10.464
2021-01-04,2,414954,9.658
2021-01-04,54,420465,23.0
2021-01-04,71,425242,124.0
2021-01-04,15,432365,37.0
2021-01-04,15,432370,59.0
2021-01-04,54,436309,84.0
2021-01-04,71,440498,5.0
2021-01-04,71,440499,6.0
2021-01-04,71,440500,34.0
2021-01-04,71,443720,11.0
2021-01-04,54,454619,14.0
2021-01-04,71,456718,14.0
2021-01-04,71,457742,3.0
2021-01-04,71,457743,9.0
2021-01-04,72,477619,21.0
2021-01-04,15,487243,11.0
2021-01-04,54,488356,6.0
2021-01-04,54,488359,4.0
2021-01-04,61,489322,3.0
2021-01-04,74,494759,10.0
2021-01-04,61,494935,5.0
2021-01-04,61,494936,2.0
2021-01-04,61,494937,14.0
2021-01-04,61,494938,9.0
2021-01-04,61,494939,3.0
2021-01-04,15,498422,79.0
2021-01-04,54,501284,7.0
2021-01-04,15,505517,0.148
2021-01-04,71,506415,16.0
2021-01-04,71,506417,5.0
2021-01-04,43,509009,1.0
2021-01-04,71,509626,19.0
2021-01-04,71,509628,34.0
2021-01-04,71,512176,14.0
2021-01-04,43,513332,12.0
2021-01-04,54,516479,11.0
2021-01-04,54,516480,14.0
2021-01-04,54,516488,7.0
2021-01-04,54,516490,3.0
2021-01-04,54,516491,11.0
2021-01-04,72,517230,49.0
2021-01-04,72,517231,32.0
2021-01-04,82,554569,2.0
2021-01-04,54,555256,4.0
2021-01-04,71,555343,34.0
2021-01-04,71,555346,8.0
2021-01-04,71,555348,45.0
2021-01-04,72,555360,19.0
2021-01-04,72,555361,39.0
2021-01-04,96,555674,6.0
2021-01-04,72,611824,16.0
2021-01-04,72,611826,86.0
2021-01-04,72,715290,45.0
2021-01-04,72,715291,24.0
2021-01-04,82,830184,19.0
2021-01-04,82,848209,12.0
2021-01-04,54,895633,7.0
2021-01-04,1,898008,5.502
2021-01-04,71,900363,5.0
2021-01-04,71,900365,2.0
2021-01-04,15,902642,7.0
2021-01-04,72,925135,3.0
2021-01-04,15,925206,9.0
2021-01-04,71,928473,9.0
2021-01-04,60,937937,20.0
2021-01-04,60,937938,10.0
2021-01-04,60,937939,21.0
2021-01-04,60,937940,27.0
2021-01-04,60,937942,30.0
2021-01-04,60,937943,8.0
2021-01-04,60,937944,6.0
2021-01-04,60,937945,17.0
2021-01-04,60,937946,5.0
2021-01-04,20,947397,2.0
2021-01-04,20,947399,3.0
2021-01-04,72,957026,22.0
2021-01-04,82,957490,9.0
2021-01-04,72,957625,8.0
2021-01-04,15,959750,0.82
2021-01-04,101,960270,15.0
2021-01-04,101,960271,14.0
2021-01-04,101,960274,24.0
2021-01-04,101,960281,16.0
2021-01-04,101,960282,4.0
2021-01-04,101,960284,3.0
2021-01-04,101,960286,3.0
2021-01-04,54,960629,9.0
2021-01-04,54,960630,23.0
2021-01-04,72,962013,22.0
2021-01-04,15,962874,76.0
2021-01-04,15,963987,62.0
2021-01-04,115,964475,24.0
2021-01-04,72,976675,1.0
2021-01-04,72,977410,12.0
2021-01-04,60,977615,5.0
2021-01-04,60,977616,13.0
2021-01-04,15,983572,6.0
2021-01-04,15,983574,2.0
2021-01-04,72,1078520,18.0
2021-01-04,82,1078600,4.0
2021-01-04,82,1088331,6.0
2021-01-05,61,701,9.0
2021-01-05,54,771,7.0
2021-01-05,54,777,8.0
2021-01-05,71,1278,102.0
2021-01-05,71,1281,7.0
2021-01-05,71,1287,12.0
2021-01-05,15,1362,13.486
2021-01-05,15,1367,456.0
2021-01-05,15,1376,29.551
2021-01-05,15,1379,15.152
2021-01-05,15,1381,44.82900000000001
2021-01-05,15,1384,163.02
2021-01-05,15,1385,1.275
2021-01-05,15,1393,388.1050000000001
2021-01-05,15,1402,46.0
2021-01-05,15,1403,95.0
2021-01-05,15,1406,371.678
2021-01-05,15,1408,168.46899999999997
2021-01-05,15,1425,8.905
2021-01-05,43,2025,5.0
2021-01-05,43,2028,6.0
2021-01-05,43,2029,14.0
2021-01-05,43,2030,8.0
2021-01-05,43,2032,2.0
2021-01-05,43,2040,29.0
2021-01-05,43,2081,2.0
2021-01-05,15,2093,1.912
2021-01-05,15,2099,0.1
2021-01-05,1,3060,1.86
2021-01-05,82,3393,15.0
2021-01-05,54,7600,12.0
2021-01-05,54,7601,38.0
2021-01-05,54,7602,12.0
2021-01-05,61,7826,107.0
2021-01-05,71,9169,29.0
2021-01-05,71,9170,16.0
2021-01-05,1,9227,5.33
2021-01-05,61,10489,35.0
2021-01-05,60,12429,21.0
2021-01-05,60,12430,10.0
2021-01-05,60,12431,18.0
2021-01-05,60,12432,4.0
2021-01-05,60,12434,13.0
2021-01-05,60,12436,2.0
2021-01-05,60,12438,8.0
2021-01-05,60,12439,2.0
2021-01-05,15,13122,288.892
2021-01-05,54,14328,1.0
2021-01-05,15,15099,6.775
2021-01-05,61,17631,7.0
2021-01-05,54,19157,42.0
2021-01-05,54,20395,11.0
2021-01-05,60,22455,6.0
2021-01-05,60,22616,14.0
2021-01-05,60,22617,16.0
2021-01-05,60,22618,13.0
